,geoFIPS,NAME
1229,g25025,Suffolk
1230,g25027,Worcester
1231,g26067,Ionia
1232,g26069,Iosco
1233,g26071,Iron
1234,g26075,Jackson
1235,g26077,Kalamazoo
1236,g26079,Kalkaska
1237,g26001,Alcona
1238,g26003,Alger
1239,g26007,Alpena
1240,g26013,Baraga
1241,g26017,Bay
1242,g26029,Charlevoix
1243,g26033,Chippewa
1244,g26039,Crawford
1245,g26041,Delta
1246,g26047,Emmet
1247,g26055,Grand Traverse
1248,g26061,Houghton
1249,g26063,Huron
1250,g26073,Isabella
1251,g26083,Keweenaw
1252,g26089,Leelanau
1253,g26097,Mackinac
1254,g26099,Macomb
1255,g26103,Marquette
1256,g26107,Mecosta
1257,g26109,Menominee
1258,g26115,Monroe
1259,g26129,Ogemaw
1260,g26135,Oscoda
1261,g26141,Presque Isle
1262,g26147,St. Clair
1263,g26163,Wayne
1264,g26165,Wexford
1265,g26005,Allegan
1266,g26009,Antrim
1267,g26011,Arenac
1268,g26015,Barry
1269,g26019,Benzie
1270,g26021,Berrien
1271,g26023,Branch
1272,g26025,Calhoun
1273,g26027,Cass
1274,g26031,Cheboygan
1275,g26035,Clare
1276,g26037,Clinton
1277,g26043,Dickinson
1278,g26045,Eaton
1279,g26049,Genesee
1280,g26051,Gladwin
1281,g26057,Gratiot
1282,g26059,Hillsdale
1283,g26065,Ingham
1284,g26139,Ottawa
1285,g26143,Roscommon
1286,g26145,Saginaw
1287,g26149,St. Joseph
1288,g26151,Sanilac
1289,g26153,Schoolcraft
1290,g26081,Kent
1291,g26085,Lake
1292,g26087,Lapeer
1293,g26091,Lenawee
1294,g26093,Livingston
1295,g26095,Luce
1296,g26101,Manistee
1297,g26105,Mason
1298,g26111,Midland
1299,g26113,Missaukee
1300,g26117,Montcalm
1301,g26119,Montmorency
1302,g26121,Muskegon
1303,g26123,Newaygo
1304,g26125,Oakland
1305,g26127,Oceana
1306,g26131,Ontonagon
1307,g26133,Osceola
1308,g26137,Otsego
1309,g26155,Shiawassee
1310,g26157,Tuscola
1311,g26159,Van Buren
1312,g26161,Washtenaw
1313,g26053,Gogebic
1314,g27055,Houston
1315,g27057,Hubbard
1316,g27059,Isanti
1317,g27063,Jackson
1318,g27065,Kanabec
1319,g27067,Kandiyohi
1320,g27071,Koochiching
1321,g27001,Aitkin
1322,g27013,Blue Earth
1323,g27015,Brown
1324,g27021,Cass
1325,g27023,Chippewa
1326,g27027,Clay
1327,g27031,Cook
1328,g27033,Cottonwood
1329,g27051,Grant
1330,g27053,Hennepin
1331,g27061,Itasca
1332,g27069,Kittson
1333,g27073,Lac qui Parle
1334,g27075,Lake
1335,g27077,Lake of the Woods
1336,g27083,Lyon
1337,g27089,Marshall
1338,g27097,Morrison
1339,g27103,Nicollet
1340,g27107,Norman
1341,g27113,Pennington
1342,g27119,Polk
1343,g27125,Red Lake
1344,g27127,Redwood
1345,g27129,Renville
1346,g27137,St. Louis
1347,g27139,Scott
1348,g27145,Stearns
1349,g27163,Washington
1350,g27167,Wilkin
1351,g27171,Wright
1352,g27173,Yellow Medicine
1353,g27003,Anoka
1354,g27005,Becker
1355,g27007,Beltrami
1356,g27009,Benton
1357,g27011,Big Stone
1358,g27017,Carlton
1359,g27019,Carver
1360,g27025,Chisago
1361,g27029,Clearwater
1362,g27035,Crow Wing
1363,g27037,Dakota
1364,g27039,Dodge
1365,g27041,Douglas
1366,g27043,Faribault
1367,g27045,Fillmore
1368,g27047,Freeborn
1369,g27049,Goodhue
1370,g27147,Steele
1371,g27149,Stevens
1372,g27151,Swift
1373,g27153,Todd
1374,g27155,Traverse
1375,g27157,Wabasha
1376,g27159,Wadena
1377,g27165,Watonwan
1378,g27079,Le Sueur
1379,g27081,Lincoln
1380,g27085,McLeod
1381,g27087,Mahnomen
1382,g27091,Martin
1383,g27093,Meeker
1384,g27095,Mille Lacs
1385,g27099,Mower
1386,g27101,Murray
1387,g27105,Nobles
1388,g27109,Olmsted
1389,g27111,Otter Tail
1390,g27115,Pine
1391,g27117,Pipestone
1392,g27121,Pope
1393,g27123,Ramsey
1394,g27131,Rice
1395,g27133,Rock
1396,g27135,Roseau
1397,g27141,Sherburne
1398,g27143,Sibley
1399,g27169,Winona
1400,g27161,Waseca
1401,g28027,Coahoma
1402,g28029,Copiah
1403,g28031,Covington
1404,g28035,Forrest
1405,g28037,Franklin
1406,g28041,Greene
1407,g28043,Grenada
1408,g28045,Hancock
1409,g28047,Harrison
1410,g28057,Itawamba
1411,g28059,Jackson
1412,g28061,Jasper
1413,g28063,Jefferson
1414,g28065,Jefferson Davis
1415,g28069,Kemper
1416,g28071,Lafayette
1417,g28073,Lamar
1418,g28075,Lauderdale
1419,g28077,Lawrence
1420,g28001,Adams
1421,g28003,Alcorn
1422,g28007,Attala
1423,g28009,Benton
1424,g28011,Bolivar
1425,g28017,Chickasaw
1426,g28021,Claiborne
1427,g28033,DeSoto
1428,g28039,George
1429,g28049,Hinds
1430,g28051,Holmes
1431,g28053,Humphreys
1432,g28055,Issaquena
1433,g28067,Jones
1434,g28083,Leflore
1435,g28087,Lowndes
1436,g28089,Madison
1437,g28099,Neshoba
1438,g28109,Pearl River
1439,g28121,Rankin
1440,g28137,Tate
1441,g28143,Tunica
1442,g28149,Warren
1443,g28151,Washington
1444,g28157,Wilkinson
1445,g28159,Winston
1446,g28163,Yazoo
1447,g28005,Amite
1448,g28013,Calhoun
1449,g28015,Carroll
1450,g28019,Choctaw
1451,g28023,Clarke
1452,g28025,Clay
1453,g28097,Montgomery
1454,g28101,Newton
1455,g28103,Noxubee
1456,g28105,Oktibbeha
1457,g28107,Panola
1458,g28111,Perry
1459,g28113,Pike
1460,g28115,Pontotoc
1461,g28117,Prentiss
1462,g28119,Quitman
1463,g28123,Scott
1464,g28145,Union
1465,g28147,Walthall
1466,g28153,Wayne
1467,g28155,Webster
1468,g28161,Yalobusha
1469,g28129,Smith
1470,g28125,Sharkey
1471,g28127,Simpson
1472,g28131,Stone
1473,g28133,Sunflower
1474,g28135,Tallahatchie
1475,g28139,Tippah
1476,g28141,Tishomingo
1477,g28079,Leake
1478,g28081,Lee
1479,g28085,Lincoln
1480,g28091,Marion
1481,g28093,Marshall
1482,g28095,Monroe
1483,g29053,Cooper
1484,g29055,Crawford
1485,g29059,Dallas
1486,g29061,Daviess
1487,g29063,DeKalb
1488,g29065,Dent
1489,g29067,Douglas
1490,g29071,Franklin
1491,g29001,Adair
1492,g29013,Bates
1493,g29017,Bollinger
1494,g29023,Butler
1495,g29027,Callaway
1496,g29029,Camden
1497,g29031,Cape Girardeau
1498,g29033,Carroll
1499,g29041,Chariton
1500,g29057,Dade
1501,g29069,Dunklin
1502,g29075,Gentry
1503,g29087,Holt
1504,g29095,Jackson
1505,g29099,Jefferson
1506,g29103,Knox
1507,g29115,Linn
1508,g29137,Monroe
1509,g29143,New Madrid
1510,g29157,Perry
1511,g29167,Polk
1512,g29171,Putnam
1513,g29183,St. Charles
1514,g29185,St. Clair
1515,g29189,St. Louis
1516,g29195,Saline
1517,g29199,Scotland
1518,g29207,Stoddard
1519,g29225,Webster
1520,g29003,Andrew
1521,g29005,Atchison
1522,g29007,Audrain
1523,g29009,Barry
1524,g29011,Barton
1525,g29015,Benton
1526,g29019,Boone
1527,g29021,Buchanan
1528,g29025,Caldwell
1529,g29035,Carter
1530,g29037,Cass
1531,g29039,Cedar
1532,g29043,Christian
1533,g29045,Clark
1534,g29047,Clay
1535,g29049,Clinton
1536,g29051,Cole
1537,g29127,Marion
1538,g29129,Mercer
1539,g29131,Miller
1540,g29133,Mississippi
1541,g29135,Moniteau
1542,g29139,Montgomery
1543,g29073,Gasconade
1544,g29077,Greene
1545,g29079,Grundy
1546,g29081,Harrison
1547,g29083,Henry
1548,g29085,Hickory
1549,g29089,Howard
1550,g29091,Howell
1551,g29093,Iron
1552,g29097,Jasper
1553,g29101,Johnson
1554,g29105,Laclede
1555,g29107,Lafayette
1556,g29109,Lawrence
1557,g29111,Lewis
1558,g29113,Lincoln
1559,g29117,Livingston
1560,g29119,McDonald
1561,g29121,Macon
1562,g29123,Madison
1563,g29125,Maries
1564,g29197,Schuyler
1565,g29201,Scott
1566,g29203,Shannon
1567,g29205,Shelby
1568,g29209,Stone
1569,g29211,Sullivan
1570,g29213,Taney
1571,g29215,Texas
1572,g29141,Morgan
1573,g29145,Newton
1574,g29147,Nodaway
1575,g29149,Oregon
1576,g29151,Osage
1577,g29153,Ozark
1578,g29155,Pemiscot
1579,g29159,Pettis
1580,g29161,Phelps
1581,g29163,Pike
1582,g29165,Platte
1583,g29169,Pulaski
1584,g29173,Ralls
1585,g29175,Randolph
1586,g29177,Ray
1587,g29179,Reynolds
1588,g29181,Ripley
1589,g29186,Ste. Genevieve
1590,g29187,St. Francois
1591,g29510,St. Louis
1592,g29217,Vernon
1593,g29219,Warren
1594,g29221,Washington
1595,g29223,Wayne
1596,g29227,Worth
1597,g29229,Wright
1598,g30001,Beaverhead
1599,g30003,Big Horn
1600,g30005,Blaine
1601,g30007,Broadwater
1602,g30009,Carbon
1603,g30011,Carter
1604,g30013,Cascade
1605,g30015,Chouteau
1606,g30017,Custer
1607,g30019,Daniels
1608,g30021,Dawson
1609,g30023,Deer Lodge
1610,g30027,Fergus
1611,g30029,Flathead
1612,g30031,Gallatin
1613,g30033,Garfield
1614,g30035,Glacier
1615,g30039,Granite
1616,g30043,Jefferson
1617,g30045,Judith Basin
1618,g30047,Lake
1619,g30049,Lewis and Clark
1620,g30053,Lincoln
1621,g30055,McCone
1622,g30057,Madison
1623,g30059,Meagher
1624,g30061,Mineral
1625,g30069,Petroleum
1626,g30071,Phillips
1627,g30073,Pondera
1628,g30077,Powell
1629,g30081,Ravalli
1630,g30083,Richland
1631,g30085,Roosevelt
1632,g30089,Sanders
1633,g30093,Silver Bow
1634,g30099,Teton
1635,g30105,Valley
1636,g30091,Sheridan
1637,g30095,Stillwater
1638,g30097,Sweet Grass
1639,g30101,Toole
1640,g30103,Treasure
1641,g30107,Wheatland
1642,g30109,Wibaux
1643,g30111,Yellowstone
1644,g30025,Fallon
1645,g30037,Golden Valley
1646,g30041,Hill
1647,g30051,Liberty
1648,g30063,Missoula
1649,g30065,Musselshell
1650,g30067,Park
1651,g30075,Powder River
1652,g30079,Prairie
1653,g30087,Rosebud
1654,g31051,Dixon
1655,g31053,Dodge
1656,g31055,Douglas
1657,g31057,Dundy
1658,g31059,Fillmore
1659,g31063,Frontier
1660,g31065,Furnas
1661,g31001,Adams
1662,g31029,Chase
1663,g31033,Cheyenne
1664,g31049,Deuel
1665,g31061,Franklin
1666,g31075,Grant
1667,g31091,Hooker
1668,g31101,Keith
1669,g31113,Logan
1670,g31125,Nance
1671,g31151,Saline
1672,g31163,Sherman
1673,g31171,Thomas
1674,g31003,Antelope
1675,g31005,Arthur
1676,g31007,Banner
1677,g31009,Blaine
1678,g31011,Boone
1679,g31013,Box Butte
1680,g31015,Boyd
1681,g31017,Brown
1682,g31019,Buffalo
1683,g31021,Burt
1684,g31023,Butler
1685,g31025,Cass
1686,g31027,Cedar
1687,g31031,Cherry
1688,g31035,Clay
1689,g31037,Colfax
1690,g31039,Cuming
1691,g31041,Custer
1692,g31043,Dakota
1693,g31045,Dawes
1694,g31047,Dawson
1695,g31103,Keya Paha
1696,g31105,Kimball
1697,g31107,Knox
1698,g31109,Lancaster
1699,g31111,Lincoln
1700,g31115,Loup
1701,g31117,McPherson
1702,g31119,Madison
1703,g31121,Merrick
1704,g31123,Morrill
1705,g31127,Nemaha
1706,g31129,Nuckolls
1707,g31131,Otoe
1708,g31133,Pawnee
1709,g31067,Gage
1710,g31069,Garden
1711,g31071,Garfield
1712,g31073,Gosper
1713,g31077,Greeley
1714,g31079,Hall
1715,g31081,Hamilton
1716,g31083,Harlan
1717,g31085,Hayes
1718,g31087,Hitchcock
1719,g31089,Holt
1720,g31093,Howard
1721,g31095,Jefferson
1722,g31097,Johnson
1723,g31099,Kearney
1724,g31165,Sioux
1725,g31167,Stanton
1726,g31169,Thayer
1727,g31173,Thurston
1728,g31175,Valley
1729,g31177,Washington
1730,g31179,Wayne
1731,g31181,Webster
1732,g31183,Wheeler
1733,g31185,York
1734,g31135,Perkins
1735,g31137,Phelps
1736,g31139,Pierce
1737,g31141,Platte
1738,g31143,Polk
1739,g31145,Red Willow
1740,g31147,Richardson
1741,g31149,Rock
1742,g31153,Sarpy
1743,g31155,Saunders
1744,g31157,Scotts Bluff
1745,g31159,Seward
1746,g31161,Sheridan
1747,g32001,Churchill
1748,g32003,Clark
1749,g32005,Douglas
1750,g32007,Elko
1751,g32009,Esmeralda
1752,g32011,Eureka
1753,g32013,Humboldt
1754,g32015,Lander
1755,g32017,Lincoln
1756,g32019,Lyon
1757,g32031,Washoe
1758,g32033,White Pine
1759,g32021,Mineral
1760,g32023,Nye
1761,g32027,Pershing
1762,g32029,Storey
1763,g32510,Carson City
1764,g33001,Belknap
1765,g33003,Carroll
1766,g33005,Cheshire
1767,g33007,Coos
1768,g33009,Grafton
1769,g33011,Hillsborough
1770,g33013,Merrimack
1771,g33019,Sullivan
1772,g33017,Strafford
1773,g33015,Rockingham
1774,g34001,Atlantic
1775,g34003,Bergen
1776,g34005,Burlington
1777,g34007,Camden
1778,g34009,Cape May
1779,g34011,Cumberland
1780,g34013,Essex
1781,g34015,Gloucester
1782,g34017,Hudson
1783,g34019,Hunterdon
1784,g34021,Mercer
1785,g34023,Middlesex
1786,g34025,Monmouth
1787,g34027,Morris
1788,g34029,Ocean
1789,g34031,Passaic
1790,g34033,Salem
1791,g34035,Somerset
1792,g34037,Sussex
1793,g34039,Union
1794,g34041,Warren
1795,g35013,Doña Ana
1796,g35019,Guadalupe
1797,g35023,Hidalgo
1798,g35025,Lea
1799,g35027,Lincoln
1800,g35028,Los Alamos
1801,g35031,McKinley
1802,g35035,Otero
1803,g35037,Quay
1804,g35041,Roosevelt
1805,g35047,San Miguel
1806,g35049,Santa Fe
1807,g35053,Socorro
1808,g35057,Torrance
1809,g35059,Union
1810,g35061,Valencia
1811,g35001,Bernalillo
1812,g35003,Catron
1813,g35005,Chaves
1814,g35006,Cibola
1815,g35007,Colfax
1816,g35009,Curry
1817,g35011,De Baca
1818,g35015,Eddy
1819,g35017,Grant
1820,g35021,Harding
1821,g35029,Luna
1822,g35033,Mora
1823,g35039,Rio Arriba
1824,g35043,Sandoval
1825,g35045,San Juan
1826,g35051,Sierra
1827,g35055,Taos
1828,g36001,Albany
1829,g36003,Allegany
1830,g36005,Bronx
1831,g36009,Cattaraugus
1832,g36011,Cayuga
1833,g36013,Chautauqua
1834,g36017,Chenango
1835,g36025,Delaware
1836,g36031,Essex
1837,g36041,Hamilton
1838,g36045,Jefferson
1839,g36051,Livingston
1840,g36053,Madison
1841,g36059,Nassau
1842,g36063,Niagara
1843,g36065,Oneida
1844,g36067,Onondaga
1845,g36071,Orange
1846,g36075,Oswego
1847,g36077,Otsego
1848,g36081,Queens
1849,g36091,Saratoga
1850,g36103,Suffolk
1851,g36105,Sullivan
1852,g36113,Warren
1853,g36115,Washington
1854,g36119,Westchester
1855,g36123,Yates
1856,g36069,Ontario
1857,g36073,Orleans
1858,g36079,Putnam
1859,g36083,Rensselaer
1860,g36007,Broome
1861,g36015,Chemung
1862,g36019,Clinton
1863,g36021,Columbia
1864,g36023,Cortland
1865,g36027,Dutchess
1866,g36033,Franklin
1867,g36035,Fulton
1868,g36037,Genesee
1869,g36039,Greene
1870,g36043,Herkimer
1871,g36047,Kings
1872,g36049,Lewis
1873,g36055,Monroe
1874,g36057,Montgomery
1875,g36061,New York
1876,g36085,Richmond
1877,g36087,Rockland
1878,g36089,St. Lawrence
1879,g36093,Schenectady
1880,g36095,Schoharie
1881,g36097,Schuyler
1882,g36099,Seneca
1883,g36101,Steuben
1884,g36107,Tioga
1885,g36109,Tompkins
1886,g36117,Wayne
1887,g36121,Wyoming
1888,g36029,Erie
1889,g36111,Ulster
1890,g37041,Chowan
1891,g37043,Clay
1892,g37045,Cleveland
1893,g37059,Davie
1894,g37063,Durham
1895,g37067,Forsyth
1896,g37069,Franklin
1897,g37071,Gaston
1898,g37001,Alamance
1899,g37009,Ashe
1900,g37013,Beaufort
1901,g37015,Bertie
1902,g37017,Bladen
1903,g37019,Brunswick
1904,g37021,Buncombe
1905,g37031,Carteret
1906,g37039,Cherokee
1907,g37047,Columbus
1908,g37049,Craven
1909,g37051,Cumberland
1910,g37053,Currituck
1911,g37055,Dare
1912,g37057,Davidson
1913,g37061,Duplin
1914,g37065,Edgecombe
1915,g37075,Graham
1916,g37083,Halifax
1917,g37085,Harnett
1918,g37087,Haywood
1919,g37089,Henderson
1920,g37093,Hoke
1921,g37095,Hyde
1922,g37099,Jackson
1923,g37101,Johnston
1924,g37103,Jones
1925,g37111,McDowell
1926,g37113,Macon
1927,g37115,Madison
1928,g37117,Martin
1929,g37119,Mecklenburg
1930,g37121,Mitchell
1931,g37125,Moore
1932,g37127,Nash
1933,g37129,New Hanover
1934,g37131,Northampton
1935,g37133,Onslow
1936,g37141,Pender
1937,g37145,Person
1938,g37147,Pitt
1939,g37153,Richmond
1940,g37155,Robeson
1941,g37161,Rutherford
1942,g37167,Stanly
1943,g37173,Swain
1944,g37175,Transylvania
1945,g37181,Vance
1946,g37193,Wilkes
1947,g37199,Yancey
1948,g37003,Alexander
1949,g37005,Alleghany
1950,g37007,Anson
1951,g37011,Avery
1952,g37023,Burke
1953,g37025,Cabarrus
1954,g37027,Caldwell
1955,g37033,Caswell
1956,g37035,Catawba
1957,g37037,Chatham
1958,g37143,Perquimans
1959,g37149,Polk
1960,g37151,Randolph
1961,g37157,Rockingham
1962,g37159,Rowan
1963,g37073,Gates
1964,g37077,Granville
1965,g37079,Greene
1966,g37081,Guilford
1967,g37091,Hertford
1968,g37097,Iredell
1969,g37105,Lee
1970,g37107,Lenoir
1971,g37109,Lincoln
1972,g37123,Montgomery
1973,g37135,Orange
1974,g37137,Pamlico
1975,g37139,Pasquotank
1976,g37165,Scotland
1977,g37169,Stokes
1978,g37171,Surry
1979,g37177,Tyrrell
1980,g37179,Union
1981,g37183,Wake
1982,g37185,Warren
1983,g37187,Washington
1984,g37189,Watauga
1985,g37191,Wayne
1986,g37195,Wilson
1987,g37197,Yadkin
1988,g37163,Sampson
1989,g37029,Camden
1990,g38073,Ransom
1991,g38075,Renville
1992,g38079,Rolette
1993,g38081,Sargent
1994,g38083,Sheridan
1995,g38087,Slope
1996,g38089,Stark
1997,g38093,Stutsman
1998,g38095,Towner
1999,g38001,Adams
2000,g38003,Barnes
2001,g38005,Benson
2002,g38007,Billings
2003,g38009,Bottineau
2004,g38011,Bowman
2005,g38017,Cass
2006,g38027,Eddy
2007,g38035,Grand Forks
2008,g38037,Grant
2009,g38051,McIntosh
2010,g38053,McKenzie
2011,g38059,Morton
2012,g38067,Pembina
2013,g38071,Ramsey
2014,g38077,Richland
2015,g38085,Sioux
2016,g38091,Steele
2017,g38097,Traill
2018,g38099,Walsh
2019,g38105,Williams
2020,g38013,Burke
2021,g38015,Burleigh
2022,g38019,Cavalier
2023,g38021,Dickey
2024,g38023,Divide
2025,g38025,Dunn
2026,g38029,Emmons
2027,g38031,Foster
2028,g38033,Golden Valley
2029,g38039,Griggs
2030,g38041,Hettinger
2031,g38043,Kidder
2032,g38045,LaMoure
2033,g38047,Logan
2034,g38049,McHenry
2035,g38057,Mercer
2036,g38061,Mountrail
2037,g38063,Nelson
2038,g38065,Oliver
2039,g38069,Pierce
2040,g38101,Ward
2041,g38103,Wells
2042,g38055,McLean
2043,g39029,Columbiana
2044,g39031,Coshocton
2045,g39033,Crawford
2046,g39037,Darke
2047,g39041,Delaware
2048,g39043,Erie
2049,g39045,Fairfield
2050,g39047,Fayette
2051,g39051,Fulton
2052,g39053,Gallia
2053,g39055,Geauga
2054,g39057,Greene
2055,g39063,Hancock
2056,g39065,Hardin
2057,g39003,Allen
2058,g39019,Carroll
2059,g39035,Cuyahoga
2060,g39039,Defiance
2061,g39049,Franklin
2062,g39059,Guernsey
2063,g39061,Hamilton
2064,g39079,Jackson
2065,g39093,Lorain
2066,g39095,Lucas
2067,g39101,Marion
2068,g39137,Putnam
2069,g39159,Union
2070,g39175,Wyandot
2071,g39001,Adams
2072,g39005,Ashland
2073,g39007,Ashtabula
2074,g39009,Athens
2075,g39011,Auglaize
2076,g39013,Belmont
2077,g39015,Brown
2078,g39017,Butler
2079,g39021,Champaign
2080,g39023,Clark
2081,g39025,Clermont
2082,g39027,Clinton
2083,g39113,Montgomery
2084,g39115,Morgan
2085,g39117,Morrow
2086,g39119,Muskingum
2087,g39123,Ottawa
2088,g39125,Paulding
2089,g39127,Perry
2090,g39129,Pickaway
2091,g39131,Pike
2092,g39067,Harrison
2093,g39069,Henry
2094,g39071,Highland
2095,g39073,Hocking
2096,g39075,Holmes
2097,g39077,Huron
2098,g39081,Jefferson
2099,g39083,Knox
2100,g39085,Lake
2101,g39087,Lawrence
2102,g39089,Licking
2103,g39091,Logan
2104,g39097,Madison
2105,g39099,Mahoning
2106,g39103,Medina
2107,g39105,Meigs
2108,g39107,Mercer
2109,g39109,Miami
2110,g39111,Monroe
2111,g39121,Noble
2112,g39133,Portage
2113,g39135,Preble
2114,g39139,Richland
2115,g39141,Ross
2116,g39143,Sandusky
2117,g39145,Scioto
2118,g39147,Seneca
2119,g39149,Shelby
2120,g39151,Stark
2121,g39153,Summit
2122,g39155,Trumbull
2123,g39157,Tuscarawas
2124,g39161,Van Wert
2125,g39163,Vinton
2126,g39165,Warren
2127,g39167,Washington
2128,g39169,Wayne
2129,g39171,Williams
2130,g39173,Wood
2131,g40051,Grady
2132,g40053,Grant
2133,g40055,Greer
2134,g40059,Harper
2135,g40061,Haskell
2136,g40001,Adair
2137,g40003,Alfalfa
2138,g40009,Beckham
2139,g40013,Bryan
2140,g40023,Choctaw
2141,g40027,Cleveland
2142,g40039,Custer
2143,g40057,Harmon
2144,g40065,Jackson
2145,g40075,Kiowa
2146,g40087,McClain
2147,g40089,McCurtain
2148,g40095,Marshall
2149,g40097,Mayes
2150,g40101,Muskogee
2151,g40113,Osage
2152,g40117,Pawnee
2153,g40125,Pottawatomie
2154,g40133,Seminole
2155,g40135,Sequoyah
2156,g40137,Stephens
2157,g40141,Tillman
2158,g40005,Atoka
2159,g40007,Beaver
2160,g40011,Blaine
2161,g40015,Caddo
2162,g40017,Canadian
2163,g40019,Carter
2164,g40021,Cherokee
2165,g40025,Cimarron
2166,g40029,Coal
2167,g40031,Comanche
2168,g40033,Cotton
2169,g40035,Craig
2170,g40037,Creek
2171,g40041,Delaware
2172,g40043,Dewey
2173,g40045,Ellis
2174,g40047,Garfield
2175,g40049,Garvin
2176,g40093,Major
2177,g40099,Murray
2178,g40103,Noble
2179,g40105,Nowata
2180,g40107,Okfuskee
2181,g40109,Oklahoma
2182,g40111,Okmulgee
2183,g40115,Ottawa
2184,g40119,Payne
2185,g40121,Pittsburg
2186,g40123,Pontotoc
2187,g40127,Pushmataha
2188,g40063,Hughes
2189,g40067,Jefferson
2190,g40069,Johnston
2191,g40071,Kay
2192,g40073,Kingfisher
2193,g40077,Latimer
2194,g40079,Le Flore
2195,g40081,Lincoln
2196,g40083,Logan
2197,g40085,Love
2198,g40091,McIntosh
2199,g40129,Roger Mills
2200,g40131,Rogers
2201,g40139,Texas
2202,g40143,Tulsa
2203,g40145,Wagoner
2204,g40147,Washington
2205,g40149,Washita
2206,g40151,Woods
2207,g40153,Woodward
2208,g41059,Umatilla
2209,g41063,Wallowa
2210,g41067,Washington
2211,g41069,Wheeler
2212,g41071,Yamhill
2213,g41001,Baker
2214,g41003,Benton
2215,g41005,Clackamas
2216,g41007,Clatsop
2217,g41009,Columbia
2218,g41011,Coos
2219,g41013,Crook
2220,g41015,Curry
2221,g41017,Deschutes
2222,g41019,Douglas
2223,g41021,Gilliam
2224,g41023,Grant
2225,g41025,Harney
2226,g41033,Josephine
2227,g41035,Klamath
2228,g41039,Lane
2229,g41041,Lincoln
2230,g41043,Linn
2231,g41047,Marion
2232,g41051,Multnomah
2233,g41055,Sherman
2234,g41061,Union
2235,g41065,Wasco
2236,g41027,Hood River
2237,g41029,Jackson
2238,g41031,Jefferson
2239,g41037,Lake
2240,g41045,Malheur
2241,g41049,Morrow
2242,g41053,Polk
2243,g41057,Tillamook
2244,g42009,Bedford
2245,g42011,Berks
2246,g42013,Blair
2247,g42019,Butler
2248,g42021,Cambria
2249,g42025,Carbon
2250,g42035,Clinton
2251,g42037,Columbia
2252,g42039,Crawford
2253,g42047,Elk
2254,g42053,Forest
2255,g42057,Fulton
2256,g42063,Indiana
2257,g42065,Jefferson
2258,g42067,Juniata
2259,g42069,Lackawanna
2260,g42073,Lawrence
2261,g42075,Lebanon
2262,g42077,Lehigh
2263,g42079,Luzerne
2264,g42001,Adams
2265,g42003,Allegheny
2266,g42005,Armstrong
2267,g42007,Beaver
2268,g42015,Bradford
2269,g42017,Bucks
2270,g42027,Centre
2271,g42029,Chester
2272,g42031,Clarion
2273,g42033,Clearfield
2274,g42041,Cumberland
2275,g42043,Dauphin
2276,g42045,Delaware
2277,g42049,Erie
2278,g42051,Fayette
2279,g42055,Franklin
2280,g42059,Greene
2281,g42061,Huntingdon
2282,g42071,Lancaster
2283,g42083,McKean
2284,g42089,Monroe
2285,g42091,Montgomery
2286,g42095,Northampton
2287,g42097,Northumberland
2288,g42099,Perry
2289,g42101,Philadelphia
2290,g42103,Pike
2291,g42111,Somerset
2292,g42123,Warren
2293,g42125,Washington
2294,g42127,Wayne
2295,g42129,Westmoreland
2296,g42133,York
2297,g42081,Lycoming
2298,g42085,Mercer
2299,g42087,Mifflin
2300,g42093,Montour
2301,g42105,Potter
2302,g42107,Schuylkill
2303,g42109,Snyder
2304,g42023,Cameron
2305,g42113,Sullivan
2306,g42115,Susquehanna
2307,g42117,Tioga
2308,g42119,Union
2309,g42121,Venango
2310,g42131,Wyoming
2311,g44001,Bristol
2312,g44003,Kent
2313,g44005,Newport
2314,g44007,Providence
2315,g44009,Washington
2316,g45021,Cherokee
2317,g45033,Dillon
2318,g45037,Edgefield
2319,g45039,Fairfield
2320,g45047,Greenwood
2321,g45055,Kershaw
2322,g45059,Laurens
2323,g45065,McCormick
2324,g45069,Marlboro
2325,g45075,Orangeburg
2326,g45079,Richland
2327,g45081,Saluda
2328,g45091,York
2329,g45023,Chester
2330,g45001,Abbeville
2331,g45003,Aiken
2332,g45005,Allendale
2333,g45007,Anderson
2334,g45009,Bamberg
2335,g45011,Barnwell
2336,g45013,Beaufort
2337,g45015,Berkeley
2338,g45017,Calhoun
2339,g45019,Charleston
2340,g45025,Chesterfield
2341,g45027,Clarendon
2342,g45029,Colleton
2343,g45031,Darlington
2344,g45035,Dorchester
2345,g45041,Florence
2346,g45043,Georgetown
2347,g45045,Greenville
2348,g45049,Hampton
2349,g45051,Horry
2350,g45053,Jasper
2351,g45057,Lancaster
2352,g45061,Lee
2353,g45063,Lexington
2354,g45067,Marion
2355,g45071,Newberry
2356,g45073,Oconee
2357,g45077,Pickens
2358,g45083,Spartanburg
2359,g45085,Sumter
2360,g45087,Union
2361,g45089,Williamsburg
2362,g46013,Brown
2363,g46015,Brule
2364,g46019,Butte
2365,g46021,Campbell
2366,g46025,Clark
2367,g46027,Clay
2368,g46029,Codington
2369,g46031,Corson
2370,g46033,Custer
2371,g46037,Day
2372,g46039,Deuel
2373,g46043,Douglas
2374,g46045,Edmunds
2375,g46047,Fall River
2376,g46049,Faulk
2377,g46051,Grant
2378,g46053,Gregory
2379,g46059,Hand
2380,g46061,Hanson
2381,g46063,Harding
2382,g46065,Hughes
2383,g46067,Hutchinson
2384,g46071,Jackson
