Geo_FIPS,sovi
g01001,-3.3779044195605072
g01003,-1.1810556153504648
g01005,-0.02425821741688019
g01007,-4.4180683774044365
g01009,-1.9186058979043017
g01011,-2.4594838233054213
g01013,3.5948677369878403
g01015,-0.1101308376859631
g01017,1.7448053138276665
g01019,-1.6677685626459313
g01021,-2.425746916188704
g01023,-0.6476391638846515
g01025,1.0580675824830044
g01027,0.1096608470233984
g01029,-0.6201715274600761
g01031,-0.8125619619888078
g01033,-0.5515470466225281
g01035,2.4137487334313987
g01037,-1.2267757182832755
g01039,1.5363959418742463
g01041,-0.45182866022192125
g01043,-0.8001133601528101
g01045,-0.6794324740172146
g01047,3.550529267352312
g01049,0.07281415546603431
g01051,-2.6234230209724485
g01053,0.5585963124152389
g01055,0.6324302601604437
g01057,0.11723886993157273
g01059,-0.050748617792095496
g01061,0.09424642661431437
g01063,3.0788252529909457
g01065,1.8304348683022382
g01067,0.5584836510784481
g01069,-0.06349794142271235
g01071,-1.3865420946468627
g01073,-0.4405477414946417
g01075,0.6112679181666388
g01077,0.23352627723858282
g01079,-1.2413782957952852
g01081,-4.062751757157923
g01083,-3.216224430913279
g01085,1.7903737687756789
g01087,4.432084110868227
g01089,-3.6816662153574877
g01091,1.8219497537004048
g01093,0.7865748960463033
g01095,-0.07687489875863418
g01097,-0.4041847267685648
g01099,0.9824651952504599
g01101,0.2795867095291995
g01103,-1.192818667343488
g01105,5.496696650964615
g01107,1.7578437565836293
g01109,0.43515631267865534
g01111,0.5058500631256622
g01113,1.8543569051674085
g01115,-3.6702483888860087
g01117,-5.741075270431556
g01119,6.025838337422394
g01121,-0.3612503962131979
g01123,1.6704680815289634
g01125,-1.7286487587619799
g01127,0.13126867528954556
g01129,-3.3896829716780488
g01131,3.2577888327651996
g01133,0.30185406981740304
g02013,-10.167363348803438
g02016,-8.519323020959288
g02020,-4.762691145219016
g02050,9.828525230386264
g02060,-3.516494366455466
g02068,-4.4078938607762925
g02070,7.0171225149664425
g02090,-5.953313328082944
g02100,-4.402905128275385
g02105,2.6699064875606062
g02110,-5.418294863226487
g02122,-3.295550729289567
g02130,-2.9624258127625622
g02150,-3.6414814593873865
g02164,9.441218059927095
g02170,-5.585675899548859
g02180,8.132578040777288
g02185,-0.1946704727184927
g02188,8.68295160978504
g02195,-3.2756612440479693
g02198,-1.519763880239442
g02220,-1.729286830659687
g02230,-4.861366395366671
g02240,-4.071082185687114
g02261,-4.844715315168943
g02270,13.769664136778145
g02275,2.2776681575973856
g02282,-4.651457746729097
g02290,8.324495917816296
g04001,10.039609104252795
g04003,2.517972330680127
g04005,1.1961320583412736
g04007,5.826606903953895
g04009,0.18776876773202894
g04011,-1.2329956218672564
g04012,7.371489265346699
g04013,-0.44653306793822545
g04015,3.5138599242729587
g04017,5.846505934835116
g04019,2.2473824968051876
g04021,-0.5640677888102114
g04023,7.551625526504289
g04025,2.8414743083886913
g04027,4.732447099430792
g05001,0.5084131504846112
g05003,-0.4359172917955548
g05005,4.6981953440693305
g05007,-2.1696683830554067
g05009,0.8854673037459995
g05011,2.0425838490809545
g05013,-2.53531623087995
g05015,1.7979830674084785
g05017,5.067363918651348
g05019,2.641651131254723
g05021,0.6767476673786417
g05023,1.7680330632659613
g05025,-1.7105125710975997
g05027,1.8592806488779519
g05029,0.42752548489610387
g05031,-0.5999249968211686
g05033,-0.26584136276236037
g05035,1.1897457331779488
g05037,0.6598060014793778
g05039,0.3820731294005131
g05041,3.2411580832670386
g05043,0.7394852845618226
g05045,-3.2258560025637326
g05047,1.3528544950002201
g05049,3.995183677918766
g05051,2.0711111685997987
