Geo_FIPS,sovi,rank
g40115,4.010252209736378,191.0
g40117,-0.22895221734312776,1709.0
g40119,-2.5947763217851616,2653.0
g40121,1.1197057450591998,977.0
g40123,1.2260123877285334,918.0
g40125,1.2630653373220833,905.0
g40127,4.8691048086554645,129.0
g40129,-2.8258012678463507,2716.0
g40131,-3.0860307943149072,2778.0
g40133,2.8752468035118746,352.0
g40135,1.4608355987897057,821.0
g40137,0.4352617463237535,1346.0
g40139,-1.056950652241611,2128.0
g40141,2.0791468462836824,558.0
g40143,-0.7620990237184224,1997.0
g40145,-2.6406934228613332,2669.0
g40147,0.7967522461480985,1142.0
g40149,-0.8262526100355045,2028.0
g40151,-0.18634573701598778,1686.0
g40153,-3.472873885577072,2852.0
g41001,1.4023949691081004,848.0
g41003,-3.055392723968061,2766.0
g41005,-3.7599275510071677,2900.0
g41007,1.9412443804079962,614.0
g41009,-3.018418084248321,2758.0
g41011,2.7783765577150605,378.0
g41013,1.0402089569495439,1016.0
g41015,3.8612800408678387,212.0
g41017,-1.4367465666538042,2300.0
g41019,1.8054996340604352,674.0
g41021,-2.5392123034734966,2636.0
g41023,1.9320374296471106,622.0
g41025,0.2477380603476217,1443.0
g41027,-0.3374520557630343,1777.0
g41029,1.170297376929925,949.0
g41031,1.3310871461330454,882.0
g41033,2.8155011970018777,370.0
g41035,0.996590687883878,1035.0
g41037,-0.7996231300341518,2011.0
g41039,-0.032270987534791074,1592.0
g41041,2.912133097223947,342.0
g41043,-0.24824675686544984,1723.0
g41045,2.152590427514231,535.0
g41047,1.3159656424580815,890.0
g41049,-0.613714037039276,1927.0
g41051,-1.0688482638651635,2135.0
g41053,-0.3137093270654584,1765.0
g41055,1.4144687207372262,843.0
g41057,1.370703076448891,863.0
g41059,0.2192336382602383,1455.0
g41061,0.8353944062073989,1119.0
g41063,3.360798510428137,275.0
g41065,1.985135902389436,595.0
g41067,-3.522162238173447,2858.0
g41069,2.7502343047991604,385.0
g41071,-0.9678627021319964,2089.0
g42001,-1.512362586529608,2327.0
g42003,0.40610607893101314,1362.0
g42005,0.02243449293843991,1568.0
g42007,1.0255053399574603,1023.0
g42009,-0.6090983900213104,1920.0
g42011,0.2390529547423904,1448.0
g42013,1.2620280966651138,907.0
g42015,-0.3291857265949309,1772.0
g42017,-4.912382948897838,3014.0
g42019,-3.08558711723313,2777.0
g42021,1.6841239580285807,730.0
g42023,1.559011832281561,787.0
g42025,-0.03247529579582942,1593.0
g42027,-4.186524787754099,2955.0
g42029,-6.222629249396414,3096.0
g42031,0.5128653515782402,1296.0
g42033,0.0746841715715516,1540.0
g42035,0.9566321250676497,1051.0
g42037,-0.08621445219413992,1627.0
g42039,0.7220942295312086,1177.0
g42041,-2.664653548347219,2678.0
g42043,-0.35289474948991995,1790.0
g42045,-1.4984948241608982,2320.0
g42047,-0.16660439661277404,1678.0
g42049,0.6046776983214577,1240.0
g42051,2.0485240161867737,575.0
g42053,-1.7552831859818223,2411.0
g42055,-1.0638406115837422,2130.0
g42057,-2.0143357706079215,2495.0
g42059,-0.5329727692671775,1887.0
g42061,-1.644361630255707,2370.0
g42063,-0.7028118324128482,1971.0
g42065,0.2995202266414065,1422.0
g42067,-1.0868133849994441,2140.0
g42069,1.7039462601326045,721.0
g42071,-1.1658925436837209,2180.0
g42073,1.594960151977048,767.0
g42075,0.3614133123941443,1389.0
g42077,0.5696127784784273,1262.0
g42079,1.6995606184065413,725.0
g42081,-0.059991996539844106,1612.0
g42083,0.9393724986917181,1060.0
g42085,1.403509922090907,845.0
g42087,1.6907577142587498,727.0
g42089,-1.1710488992899322,2183.0
g42091,-4.5119568048166006,2981.0
g42093,1.0713250580227414,999.0
g42095,-1.1947486007225767,2201.0
g42097,1.1590105970771147,959.0
g42099,-3.0446394306729943,2762.0
g42101,6.636079185139584,64.0
g42103,-0.9939534635249825,2097.0
g42105,0.12972564177367918,1504.0
g42107,0.3587755795820088,1390.0
g42109,-1.1334112579091775,2167.0
g42111,-0.7734077015108936,2001.0
g42113,2.6573902157499485,406.0
g42115,-1.0898639587476617,2143.0
g42117,-0.5805075863218931,1906.0
g42119,-2.7937020357669744,2705.0
g42121,0.9978050277813513,1034.0
g42123,0.06372557768754405,1549.0
g42125,-0.41547529508717096,1824.0
g42127,-0.383583425254272,1804.0
g42129,-0.30174037289673217,1758.0
g42131,-1.1814146458664445,2190.0
g42133,-2.1196437959499876,2529.0
g44001,-1.8637255580235097,2443.0
g44003,-1.4587557136912515,2309.0
g44005,-1.227464772865006,2219.0
g44007,2.9113721952902885,343.0
g44009,-2.814206045234902,2711.0
g45001,0.7517380323881667,1165.0
g45003,-0.8474588229770115,2037.0
g45005,0.8687222860842765,1099.0
g45007,-0.45126472478488255,1849.0
g45009,2.987965146006873,330.0
g45011,0.6537213859067355,1219.0
g45013,0.6189457076066038,1231.0
g45015,-3.3821539527595403,2838.0
g45017,-0.835761775409184,2029.0
g45019,-1.141474694587925,2172.0
g45021,-0.29271139297962323,1751.0
g45023,0.5110270403069288,1298.0
g45025,-0.20280927820669348,1695.0
g45027,1.864933110234523,643.0
g45029,1.400917522112859,850.0
g45031,0.3103214903022409,1414.0
g45033,3.2700144906147983,291.0
g45035,-3.1540654224139484,2792.0
g45037,-3.7558269306468057,2898.0
g45039,1.7667119239722968,690.0
g45041,0.8744235048446092,1096.0
g45043,2.774769074498132,379.0
g45045,-1.465551389517302,2311.0
g45047,1.8371568389115684,654.0
g45049,0.5400520574838077,1285.0
g45051,1.7781511340106098,687.0
g45053,0.6476123851231621,1223.0
g45055,-0.7447708553683059,1992.0
g45057,-0.8787874476892249,2057.0
g45059,0.7701410841612966,1153.0
g45061,1.6774286888090164,732.0
g45063,-3.0047635282798413,2755.0
g45065,1.3457095348991097,874.0
g45067,3.310522213143579,285.0
g45069,0.9087936954060378,1072.0
g45071,0.6031099229173795,1242.0
g45073,-0.06118061821540577,1614.0
g45075,1.5893640229950887,769.0
g45077,-2.3288083573439815,2580.0
g45079,-1.5857842348177822,2353.0
g45081,-0.19727225530085768,1693.0
g45083,-0.5066538190335945,1872.0
g45085,0.13663416169049047,1498.0
g45087,2.217977870228167,516.0
g45089,2.377174796193532,464.0
g45091,-2.5339667758462494,2633.0
g46003,0.9753001891005578,1041.0
g46005,0.8287421941661182,1126.0
g46007,8.868868095721822,29.0
g46009,-0.43154859956544644,1831.0
g46011,-4.102242464533463,2949.0
g46013,0.057594993610158074,1551.0
g46015,1.408318457240602,844.0
g46017,9.005169820639939,25.0
g46019,-0.7445466903555592,1991.0
g46021,1.6703580003964007,735.0
g46023,6.100080871777182,80.0
g46025,2.3483980330401257,475.0
g46027,-1.8791872194384471,2452.0
g46029,-1.2857958235900853,2244.0
g46031,5.238293274769108,115.0
g46033,0.7305827411221202,1175.0
g46035,0.09153959171570847,1529.0
g46037,4.001163885768528,192.0
g46039,-1.288157660841856,2248.0
g46041,6.159267680663222,79.0
g46043,2.200646752192452,523.0
g46045,-0.035982890548964086,1595.0
g46047,6.19118442091021,76.0
g46049,1.4354085370534335,833.0
g46051,0.011447243446667477,1575.0
g46053,2.7049572865587805,396.0
g46055,-1.5844304502657172,2351.0
g46057,-1.163561341729908,2178.0
g46059,1.8764771270393634,635.0
g46061,-1.9963321257712792,2487.0
g46063,-4.508744149819968,2980.0
g46065,-1.469226581343095,2312.0
g46067,4.600749511236671,143.0
g46069,3.3686400390041715,271.0
g46071,2.3631342851866206,470.0
g46073,4.287169527679461,162.0
g46075,0.29518228798358176,1424.0
g46077,0.07530764005675317,1539.0
g46079,-0.6109321862783925,1922.0
g46081,0.5741278405001928,1259.0
g46083,-5.990511004627713,3083.0
g46085,2.3917938581424583,460.0
g46087,-0.11439439993604816,1645.0
g46089,4.529413865913895,146.0
g46091,0.49946216931589615,1307.0
g46093,-3.030168331205686,2761.0
g46095,7.327874367761371,52.0
g46097,0.4029980827352573,1363.0
g46099,-1.8418332787392244,2439.0
g46101,-0.5885026546544128,1911.0
g46103,-0.6887675594061236,1958.0
g46105,0.6977038565048723,1194.0
g46107,3.7432292825097147,229.0
g46109,4.081460463870538,180.0
g46111,-0.16609207651249186,1677.0
g46113,12.807826775755345,5.0
g46115,0.7666252752587253,1156.0
g46117,-3.307588457665852,2823.0
g46119,-5.74275620951911,3066.0
g46121,10.972366257840333,9.0
g46123,2.057151324535581,567.0
g46125,-0.21769896576976988,1704.0
g46127,-5.111406248813326,3026.0
g46129,3.9230848835522205,201.0
g46135,-0.7503344057488217,1994.0
g46137,6.658478878635188,62.0
g47001,-0.04721785677945156,1603.0
g47003,-1.1369374337813833,2171.0
g47005,1.543654810407073,791.0
g47007,-1.2475650476937565,2231.0
g47009,-0.8749696227510566,2053.0
g47011,-0.7660225507063729,1999.0
g47013,1.9455484044888431,612.0
g47015,-0.26134040677594683,1729.0
g47017,0.9387320275461998,1061.0
g47019,1.1138009409297016,979.0
g47021,-4.2209830220541305,2956.0
g47023,-0.8396802052554803,2032.0
g47025,-0.39846609064842653,1815.0
g47027,1.2600986725727517,910.0
g47029,2.065881827964059,565.0
g47031,-0.07259272040485176,1620.0
g47033,1.8391951863078324,652.0
g47035,2.711965624886826,394.0
g47037,-0.9812214736625684,2093.0
g47039,1.605361001789971,758.0
g47041,0.1878403956191259,1471.0
g47043,-1.675324709943128,2384.0
g47045,0.3558644960771975,1392.0
g47047,-3.1207266800749642,2784.0
g47049,0.8155897229620117,1131.0
g47051,-0.7102661180219634,1973.0
g47053,1.5089285445824236,808.0
g47055,-0.6473452251309935,1937.0
g47057,-1.2897893614612508,2250.0
g47059,0.4661540763809008,1331.0
g47061,2.5483970279061245,430.0
g47063,0.8343704217982131,1121.0
g47065,-0.15317737114156715,1667.0
g47067,2.896036155263216,348.0
g47069,-1.416972084115633,2289.0
g47071,1.4359894247090637,832.0
g47073,-1.002098066478357,2100.0
g47075,2.3235006375231713,484.0
g47077,-1.0518551717230538,2124.0
g47079,1.3695347673435245,865.0
g47081,-2.336675215094901,2582.0
g47083,-1.1992000797124693,2206.0
g47085,0.3360849365779124,1400.0
g47087,0.07054949563257162,1544.0
g47089,-0.10383592575024114,1637.0
g47091,-0.7141570136221573,1975.0
g47093,-2.456172985253301,2612.0
g47095,0.594689261190668,1248.0
g47097,-0.35102522677943415,1788.0
g47099,-0.4571417419968462,1852.0
g47101,-0.2979503246983699,1755.0
g47103,-0.5060325506531318,1871.0
g47105,-0.2502844550550186,1724.0
g47107,-0.6033970901648824,1917.0
g47109,0.12584003532282817,1508.0
g47111,-0.7402542894246396,1988.0
g47113,0.07274126689472515,1542.0
g47115,-0.6023063635718104,1916.0
g47117,-1.450760155515467,2305.0
g47119,0.01892394492748306,1570.0
g47121,-2.725964975750725,2689.0
g47123,-0.29648841319102837,1753.0
g47125,-1.9654375381622362,2477.0
g47127,-1.0375192365060668,2114.0
g47129,-2.1795635701087566,2546.0
g47131,1.4414363346937067,831.0
g47133,-1.0885381477573726,2142.0
g47135,2.229278671499441,513.0
g47137,0.17619011202946666,1475.0
g47139,-0.4462529327232725,1844.0
g47141,-0.08618525438470043,1626.0
g47143,-0.2779889932585069,1744.0
g47145,-0.41223526401094623,1822.0
g47147,-2.55786109864807,2642.0
g47149,-3.9172546522214646,2925.0
g47151,0.4959100282103419,1310.0
g47153,-0.13237139762692962,1654.0
g47155,1.0765307143110805,996.0
g47157,-0.31194917599085037,1764.0
g47159,-2.2583575587846476,2560.0
g47161,-1.0163188364234934,2104.0
g47163,0.46098528834015134,1333.0
g47165,-2.996668933121615,2751.0
g47167,-2.7953186657035465,2706.0
g47169,-3.153856496951141,2791.0
g47171,1.029393776364496,1022.0
g47173,-1.9415091738362633,2470.0
g47175,0.6700070238092313,1208.0
g47177,0.12759191779461565,1506.0
g47179,-0.7407803693264694,1990.0
g47181,-1.6847234892160312,2388.0
g47183,-0.3438158556806224,1781.0
g47185,-0.2123965070580407,1698.0
g47187,-8.433636073087666,3130.0
g47189,-4.238943386362587,2957.0
g48001,-2.6428760449666244,2671.0
g48003,-0.6128679138959545,1923.0
g48005,1.4216073887572709,840.0
g48007,3.7823250575343996,223.0
g48009,-3.177063601480702,2795.0
g48011,1.5302263150090705,797.0
g48013,2.093762764455012,554.0
g48015,-0.925376201472461,2077.0
g48017,1.9183778670382632,625.0
g48019,0.02340302547031725,1567.0
g48021,-2.3893342481140882,2596.0
g48023,2.9888169577800023,328.0
g48025,1.1504613618010453,963.0
g48027,-0.3897500775341852,1810.0
g48029,2.2415921440578224,509.0
g48031,-0.08482281063269859,1624.0
g48033,-3.2260471678786775,2807.0
g48035,2.931373805868206,337.0
g48037,-0.4371432671746762,1838.0
g48039,-3.9321206042879884,2926.0
g48041,-1.9407417103336693,2469.0
g48043,0.1677708032102626,1481.0
g48045,1.1538480833330733,962.0
g48047,14.685346523663954,2.0
g48049,1.6089488562882721,757.0
g48051,0.21296611307934432,1459.0
g48053,1.076696080358606,995.0
g48055,1.292601431738246,897.0
g48057,0.8596999021348062,1104.0
g48059,-1.02439340242961,2107.0
g48061,9.280687558845845,23.0
g48063,2.1186281547940915,544.0
g48065,-3.054741340404243,2765.0
g48067,2.9939763265028403,326.0
g48069,2.6825117177176176,400.0
g48071,-6.795602285253512,3109.0
g48073,1.9336777851534717,621.0
g48075,-1.3603411153330034,2270.0
g48077,-1.5408494533219368,2337.0
g48079,1.0334109443367092,1021.0
g48081,4.199508412572021,170.0
g48083,4.038021017975795,187.0
g48085,-6.899447603263739,3112.0
g48087,3.8675073114746414,208.0
g48089,1.4757741160376046,818.0
g48091,-2.4065237822444008,2601.0
g48093,3.220126577022352,300.0
g48095,-2.2547256800322826,2559.0
g48097,0.39022649649071317,1369.0
g48099,-0.11651786450021917,1647.0
g48101,8.335726750480909,34.0
g48103,0.5748239426715926,1258.0
g48105,3.0381091525839845,324.0
g48107,6.021378007986414,86.0
g48109,9.322331344426736,22.0
g48111,-0.9113057976975849,2068.0
g48113,0.46946050085130747,1330.0
g48115,0.2581201243835247,1441.0
g48117,2.697829060739527,397.0
g48119,1.5601172688232579,785.0
g48121,-5.400731678526931,3048.0
g48123,2.1950019287089657,524.0
