,FEMA_1_r,FEMA_2_r,FEMA_3_r,FEMA_4_r,FEMA_5_r,FEMA_6_r,FEMA_7_r,FEMA_8_r,FEMA_9_r,FEMA_10_r,FEMA_1_p,FEMA_2_p,FEMA_3_p,FEMA_4_p,FEMA_5_p,FEMA_6_p,FEMA_7_p,FEMA_8_p,FEMA_9_p,FEMA_10_p
US,0.433594061777,0.496410730028,0.559855094862,0.591854161876,0.705151097498,0.652257673839,0.557357327574,0.377810459267,0.46024612092,0.536027631392,0.000246978807628,1.8171951563e-06,7.88747196761e-25,9.19149460377e-71,5.61517050994e-80,2.81661662777e-62,5.33775554599e-35,2.63031181109e-11,5.01659929126e-06,3.33605983572e-10
